id_contrato;inadimplente_30d;numero_compras_anteriores;valor_total_contrato;media_valor_compras_anteriores;percentual_parcelas_pagas_valor_total;percentual_valor_contrato_renda;quantidade_atendimentos_sac;media_dias_atraso;max_dias_atraso;total_parcelas_atrasadas;taxa_atrasos
C00074;1;2;3379.66;783.28;0.8333382647958669;0.6350452468282123;0;5.4;23;3;0.6
C00075;0;3;2278.0;1171.5133333333333;0.7222475856014047;0.3738796330793206;2;1.9230769230769231;16;6;0.46153846153846156
C00076;0;1;853.03;316.84;0.7499384546850639;0.2830206833398584;0;0.16666666666666666;1;3;0.16666666666666666
C00077;1;2;990.72;778.635;0.16666666666666666;0.24378312671939054;0;13.666666666666666;18;3;1.0
C00078;0;3;1920.62;970.4333333333333;0.16666493111599381;0.7160641117892468;1;0.0;0;0;0.0
C00080;0;0;4466.73;0.0;0.5000033581613396;2.2832424309030777;1;10.5;25;4;0.6666666666666666
C00081;1;1;2680.14;1563.83;0.8333333333333333;0.890281819268944;0;6.0;13;3;0.6
C00083;1;1;6197.44;434.65;0.8999941911498942;2.3195314108202183;3;12.333333333333334;21;8;0.8888888888888888
C00086;0;2;951.01;864.365;0.7999915878907687;0.21620841271501257;0;0.125;1;1;0.125
C00087;1;3;4678.32;1226.04;0.9166666666666667;1.6583200998185117;2;3.6363636363636362;17;7;0.6363636363636364
C00088;0;1;2424.86;635.38;0.9166591060927228;0.5854674956238305;0;0.2727272727272727;1;3;0.2727272727272727
C00089;1;3;2151.39;1096.5366666666666;0.499993027763446;0.6461076891196689;0;3.8333333333333335;15;4;0.6666666666666666
C00090;1;4;2559.97;859.4200000000001;0.27777669269561756;0.8265166435282342;1;0.0;0;0;0.0
C00091;0;3;1738.82;970.4333333333333;0.4444393324208371;0.3898411104111131;0;2.625;20;2;0.25
C00092;0;3;1274.84;1172.5666666666666;0.899971761162185;0.5322656067336918;0;1.2222222222222223;11;1;0.1111111111111111
C00093;0;1;2068.81;2286.2;0.2499987915758335;0.5678692106469472;1;0.3333333333333333;1;1;0.3333333333333333
C00094;0;3;485.92;1412.6499999999999;0.24997942048073757;0.12641360704910912;0;5.666666666666667;17;1;0.3333333333333333
C00095;1;1;1236.54;347.75;0.19999353033464345;1.1497456973100633;0;6.5;13;1;0.5
C00096;0;1;688.49;490.93;0.4999636886519775;0.6095636930268796;0;0.0;0;0;0.0
C00097;0;0;966.42;0.0;0.8333333333333333;0.34119337539320804;1;0.2;1;1;0.2
C00099;0;1;2362.2;1440.3;0.5;0.4557521782415089;0;0.6666666666666666;2;1;0.3333333333333333
C00100;0;0;2049.0;0.0;0.9166666666666666;0.7912266136350472;1;1.8181818181818181;17;3;0.2727272727272727
C00101;1;2;3591.46;893.87;0.7500041765744294;1.664539332508354;2;2.5555555555555554;14;5;0.5555555555555556
C00102;0;8;2256.5;946.4200000000001;0.9;0.8623654763360646;0;0.8888888888888888;2;4;0.4444444444444444
C00103;0;3;1039.7;763.61;0.3888814080984899;0.28055717462167823;0;0.2857142857142857;2;1;0.14285714285714285
C00104;1;3;3344.39;883.4699999999999;0.8000023920655187;1.579643676966531;3;12.125;24;7;0.875
C00105;0;3;2114.83;748.2233333333334;0.9444399786271237;0.5802241518855371;1;2.2941176470588234;22;4;0.23529411764705882
C00106;0;3;1506.14;703.0433333333334;0.5833255872628043;0.2963786524879915;1;0.5714285714285714;2;3;0.42857142857142855
C00107;1;1;1924.37;4078.99;0.7777818195045652;0.7340216960117176;1;7.5;26;8;0.5714285714285714
C00108;0;4;656.42;1277.825;0.4166539715426099;0.1494458559863035;2;0.0;0;0;0.0
C00109;1;5;926.1;1241.2400000000002;0.8333333333333333;0.174056045257203;0;4.0;13;3;0.6
C00110;0;6;1162.77;1367.9400000000003;0.9000232204133234;0.38819688112415746;2;2.3333333333333335;16;4;0.4444444444444444
C00111;1;2;1591.93;728.8;0.5555520657315334;1.1955016521477924;0;3.7;16;6;0.6
C00112;1;2;1653.71;341.11;0.8333383725078761;0.3126850629828655;0;4.8;13;2;0.4
C00113;1;4;1872.14;1364.905;0.583327101605649;0.9663306441206378;0;9.714285714285714;24;6;0.8571428571428571
C00114;1;4;1511.53;1353.6799999999998;0.49999007628032527;1.5330074341524762;1;6.6;19;4;0.8
C00115;0;4;2038.71;1117.6775;0.16666421413540913;1.3527998779055495;0;8.5;16;2;1.0
C00116;0;0;1310.28;0.0;0.20000305278261135;0.29823758765969943;0;4.5;7;2;1.0
C00117;0;1;4590.32;937.29;0.44444831732863943;0.849994722622912;2;1.375;10;2;0.25
C00118;1;3;2684.92;850.21;0.5999955305930903;1.3336578581363003;0;9.833333333333334;26;4;0.6666666666666666
C00119;1;4;2032.83;806.0474999999999;0.8333210352070759;0.6061508735206504;0;4.0;19;2;0.4
C00120;0;0;2173.54;0.0;0.2777726657894495;0.8947444251882284;1;6.0;22;2;0.4
C00121;0;2;2208.42;826.325;0.2222222222222222;0.8390111580938922;1;0.0;0;0;0.0
C00122;1;0;2227.09;0.0;0.9000040411478656;1.2097438293064489;1;5.444444444444445;16;6;0.6666666666666666
C00123;1;4;1478.06;493.02750000000003;0.08333897135434286;1.642288888888889;0;18.5;22;2;1.0
C00124;0;3;5477.21;583.0133333333333;0.7777791978032612;1.284397409260814;0;3.642857142857143;24;4;0.2857142857142857
C00125;1;4;1169.47;1306.665;0.666660966078651;0.6830856755683279;2;9.5;21;2;0.5
C00126;1;2;1584.59;1048.885;0.6666708738538045;0.7662946234271178;0;2.0;15;2;0.25
C00127;1;3;2485.23;344.40333333333336;0.8999891358143915;0.8718025172941194;1;8.88888888888889;23;7;0.7777777777777778
C00128;1;2;1269.61;739.1;0.4166633848189602;0.43916857492718625;2;4.0;15;3;0.6
C00129;1;1;1948.23;792.34;0.3333282004691438;0.8790580570056897;0;0.0;0;0;0.0
C00130;0;2;1475.66;546.27;0.16667796104793786;0.28957164526757206;0;0.5;2;1;0.25
C00131;0;1;2880.72;426.74;0.8333333333333334;1.6562049041308535;1;12.6;24;4;0.8
C00132;1;3;1110.21;1769.2766666666666;0.8999918934255681;0.8559104470707959;2;12.555555555555555;26;7;0.7777777777777778
C00133;1;3;2332.91;802.1899999999999;0.9166705959509797;0.6930622770038828;2;3.090909090909091;19;4;0.36363636363636365
C00134;1;0;2771.2;0.0;0.8333213048498846;1.039331215565965;0;5.4;23;5;0.5
C00135;0;2;3521.51;978.34;0.8333356997424399;1.0814784104170507;1;9.8;24;3;0.6
C00136;1;1;2098.12;1052.83;0.277772482031533;0.6986816385112072;0;0.6;2;2;0.4
C00138;1;5;3588.67;1614.1680000000001;0.9000075236786887;1.0716574442098599;0;0.3333333333333333;2;2;0.2222222222222222
C00139;0;2;829.09;480.86;0.9000108552750605;0.42644713966813774;0;3.111111111111111;26;3;0.3333333333333333
C00140;0;2;1713.7;902.76;0.7500087529906051;0.4824728104034168;0;2.5555555555555554;18;4;0.4444444444444444
C00141;1;2;3285.09;755.405;0.9000027396509684;1.2514819273436548;1;10.11111111111111;25;7;0.7777777777777778
C00142;1;4;1311.83;404.6675;0.3333358743129826;0.5382705816701681;0;8.333333333333334;17;4;0.6666666666666666
C00144;1;1;4174.69;290.59;0.8333313371771317;0.8709464083049603;1;0.2;1;1;0.2
C00146;0;3;2895.04;493.97333333333336;0.9166540013264065;0.6440721706823289;1;1.3636363636363635;14;2;0.18181818181818182
C00149;0;5;2480.08;728.766;0.5000040321279958;1.0861775229819868;1;19.8;25;5;1.0
C00150;0;4;841.03;1106.9499999999998;0.6666111791493764;0.2880831677742002;0;0.16666666666666666;1;2;0.16666666666666666
C00151;0;2;1120.53;838.3349999999999;0.8333556442040819;0.24111886486730746;0;2.7;18;5;0.5
C00152;0;1;2477.46;703.29;0.5000121091763338;1.2194504877880707;1;12.833333333333334;25;4;0.6666666666666666
C00153;1;2;1747.84;2187.67;0.9166456883925304;0.6558129936401328;0;0.2727272727272727;2;2;0.18181818181818182
C00154;1;2;1000.56;742.0799999999999;0.9000359798512833;0.5528261229902204;2;9.777777777777779;26;5;0.5555555555555556
C00155;0;7;2545.12;814.7785714285714;0.4444584145344817;0.5528795083623156;4;3.625;21;4;0.5
C00156;0;2;706.0;2597.305;0.7777337110481586;0.3845986228536564;1;4.428571428571429;21;7;0.5
C00158;1;0;2955.85;0.0;0.8333135984572966;1.6238614263896367;2;1.0666666666666667;10;4;0.26666666666666666
C00159;0;3;1968.49;805.0066666666667;0.5555527333133519;0.8256777218980826;0;3.7;15;4;0.4
C00160;1;1;1019.17;527.81;0.16666503134903893;0.2908050732598119;1;7.0;20;2;0.6666666666666666
C00161;0;4;588.58;1282.3474999999999;0.6111318767202419;0.11801623329750888;0;0.18181818181818182;1;2;0.18181818181818182
C00162;0;1;1897.64;632.12;0.6999852448304209;0.36384552996734737;0;7.142857142857143;25;5;0.7142857142857143
C00163;1;2;1862.48;447.46500000000003;0.44443967183540223;0.5870812371549974;0;1.25;3;5;0.625
C00164;1;0;2243.11;0.0;0.9166870996072417;1.2758426518934782;2;0.7272727272727273;4;4;0.36363636363636365
C00165;1;0;3662.64;0.0;0.20833333333333337;1.5722723994642673;0;5.8;22;2;0.4
C00167;1;3;4367.4;734.1666666666666;0.3750103036131337;2.6372232890112675;0;5.444444444444445;21;5;0.5555555555555556
C00168;1;0;1431.6;0.0;0.4166666666666667;0.483090483292952;0;0.0;0;0;0.0
C00169;1;2;6963.81;1144.915;0.5555579488814313;2.39768419530435;0;6.8;20;6;0.6
C00170;0;2;1353.91;904.0149999999999;0.8333271783205678;0.5704084126088019;1;0.4;2;1;0.2
C00171;0;3;3100.36;708.06;0.9166548400830871;1.0279980901350168;1;4.7272727272727275;25;5;0.45454545454545453
C00172;1;5;3096.36;958.4159999999999;0.8333333333333333;1.5994255960990125;2;4.6;10;4;0.8
C00173;0;3;1899.09;725.34;0.8333464975330289;0.4749422918693432;1;0.6;2;2;0.4
C00176;1;3;1797.4;1118.2866666666666;0.9;0.8616697428030395;3;14.88888888888889;22;8;0.8888888888888888
C00178;1;3;2134.02;789.5099999999999;0.4999953140083036;1.0387659537183966;1;7.8;20;3;0.6
C00179;1;2;2253.07;1839.52;0.25000554798563734;0.6776557988450433;0;0.0;0;0;0.0
C00180;1;2;1603.45;474.84000000000003;0.8333281362063052;0.5098053554282371;3;0.0;0;0;0.0
C00181;0;4;3441.72;974.1975;0.9166666666666666;1.3043636446324214;1;2.4545454545454546;22;5;0.45454545454545453
C00183;0;3;1034.9;1464.26;0.7499855058459753;0.20258353218453132;3;0.5555555555555556;2;3;0.3333333333333333
C00184;0;5;1624.79;721.626;0.9000055391773706;0.539444283973612;1;2.2222222222222223;18;2;0.2222222222222222
C00185;1;5;1150.45;901.2439999999999;0.6110739275935503;0.8207123850560364;0;4.7272727272727275;22;4;0.36363636363636365
C00186;0;2;4418.8;834.475;0.7777812980899792;0.8438976505773292;1;0.14285714285714285;1;2;0.14285714285714285
C00187;0;1;3408.98;1676.72;0.6249963332140406;2.0240825075257836;1;5.533333333333333;22;10;0.6666666666666666
C00188;0;5;1063.27;1246.938;0.5000235123722102;0.3954499471875511;0;1.1666666666666667;6;2;0.3333333333333333
C00189;1;0;963.13;0.0;0.6666597447904229;0.39391981153297156;3;4.0;22;8;0.5
C00190;0;1;3354.76;479.4;0.7916572273426415;0.6566437330566947;1;5.842105263157895;20;11;0.5789473684210527
C00191;0;4;1664.09;1200.4825;0.9000054083613267;0.5665507978605693;0;0.3333333333333333;2;2;0.2222222222222222
C00193;1;0;4044.15;0.0;0.9000111271837098;3.5459447610697064;1;2.2222222222222223;16;3;0.3333333333333333
C00194;1;0;2020.11;0.0;0.8333209577696264;0.8562981111600936;1;12.4;26;4;0.8
C00195;0;8;3753.49;578.73125;0.9000023977684769;1.7364325664666613;1;5.222222222222222;23;3;0.3333333333333333
C00196;0;2;2468.42;696.7049999999999;0.49999594882556453;1.710024246622792;0;3.8;18;2;0.4
C00197;1;3;571.98;1104.9033333333334;0.9165705094583726;0.17106046241771913;1;6.0;26;4;0.36363636363636365
C00198;0;1;3371.9;492.91;0.9166612295738309;0.7066217365974694;1;0.2727272727272727;2;2;0.18181818181818182
C00199;0;5;1023.11;479.438;0.7777853798711771;0.5267111122551417;0;0.21428571428571427;2;2;0.14285714285714285
C00200;0;6;1347.38;828.4683333333334;0.6666567709183748;0.5335080835158047;1;4.375;17;3;0.375
C00201;1;2;7420.88;571.55;0.33333513006543697;2.8189263519365477;0;5.25;18;3;0.75
C00202;1;4;5809.01;1688.9025000000001;0.6249946204258556;1.2608219094831703;1;8.133333333333333;25;13;0.8666666666666667
C00204;0;1;1363.62;492.91;0.33334800017600213;0.3150496618741436;1;12.75;26;3;0.75
C00205;1;3;1591.35;987.0166666666668;0.33335218525151605;0.2605959473223965;1;1.125;7;2;0.25
C00206;1;2;4451.2;480.765;0.6666606757728254;1.418727250705985;1;4.125;25;6;0.75
C00207;0;1;1775.46;600.25;0.8333333333333334;0.355140299080675;0;1.2;4;3;0.6
C00208;0;3;1545.25;679.6866666666666;0.8333279404627083;0.7128227365196813;0;5.2;26;1;0.2
C00210;0;3;2456.77;1141.2666666666667;0.16666598826915013;0.4382550215847872;0;1.0;2;1;0.5
C00211;0;4;869.13;941.6475;0.6999758379068723;0.4621827289695771;0;6.0;24;2;0.2857142857142857
C00212;1;4;3374.22;488.95;0.666654812075087;1.6934774753071549;0;4.5;16;4;0.5
C00213;1;2;2904.39;723.01;0.4000013772255104;1.1976223955004472;1;3.75;13;2;0.5
C00215;1;0;1828.94;0.0;0.8333242205867879;1.222937687642508;0;10.4;23;3;0.6
C00216;0;1;1998.96;1154.91;0.11110777604354263;0.3373117453996271;0;0.0;0;0;0.0
C00217;0;5;1953.96;798.564;0.9166666666666667;0.5103508799423297;0;1.4545454545454546;6;5;0.45454545454545453
C00219;1;0;3376.85;0.0;0.41666049720893733;1.4326533902403842;2;8.8;24;8;0.8
C00220;0;4;956.39;608.5925;0.900009410386976;0.33064134166283493;0;2.0;16;2;0.2222222222222222
C00221;1;2;3413.38;430.615;0.16666471356836918;1.9710467963228162;2;6.333333333333333;15;2;0.6666666666666666
C00222;1;2;1508.35;677.015;0.8333278085325023;0.5773588516746411;0;2.4;8;2;0.4
C00223;1;6;2860.89;1039.4950000000001;0.3333368287490956;1.6762994603526165;0;0.0;0;0;0.0
C00224;1;1;1068.28;2240.45;0.20832553263189424;0.7095942822222813;2;5.0;23;2;0.4
C00225;0;0;1028.0;0.0;0.8999999999999999;0.30984667412147315;0;0.1111111111111111;1;1;0.1111111111111111
C00226;0;1;1778.47;531.44;0.541645346843073;0.5397923350320056;0;0.0;0;0;0.0
C00227;1;4;2927.22;1282.3474999999999;0.9166478775083527;0.8543384992557569;1;3.727272727272727;24;5;0.45454545454545453
C00228;1;0;3316.63;0.0;0.08333157451991931;1.4808631667306646;0;8.5;11;2;1.0
C00229;0;4;1067.74;657.89;0.8333489426264822;0.33490160653907197;1;0.2;1;1;0.2
C00230;1;2;10054.38;1125.865;0.8333333333333334;3.954369542987493;1;13.8;25;5;1.0
C00231;0;1;1916.86;844.71;0.33333681124338765;0.4763379189694247;1;0.375;2;2;0.25
C00232;1;2;1420.56;798.675;0.7222222222222223;0.4937368794227641;0;2.076923076923077;21;5;0.38461538461538464
C00233;0;3;1037.17;834.1366666666667;0.9000260323765631;0.2779141367317081;1;0.4444444444444444;2;3;0.3333333333333333
C00234;1;0;1374.49;0.0;0.7499945434306544;0.430843544195873;0;14.277777777777779;26;17;0.9444444444444444
C00235;0;2;2148.36;956.075;0.8333333333333333;1.4349951907662715;1;4.6;23;1;0.2
C00236;0;5;925.37;636.76;0.9166171369290123;0.5364992492013706;1;2.3636363636363638;25;2;0.18181818181818182
C00237;0;3;1329.34;1052.01;0.2500037612649887;0.3630469573576723;1;0.6666666666666666;2;1;0.3333333333333333
C00238;1;1;3987.94;816.72;0.8333375126004904;0.7854790548898186;1;6.0;19;3;0.6
C00239;0;6;1657.33;1154.0833333333333;0.8333283051655375;0.510813718026562;0;3.4;14;2;0.4
C00240;0;1;1506.23;334.28;0.899982074450781;0.6703830302382923;0;0.2222222222222222;1;2;0.2222222222222222
C00241;0;3;3794.45;1761.24;0.8333355295233829;1.3198224677127066;1;2.8;13;2;0.4
C00242;1;2;1788.94;2043.75;0.25000279495120015;1.049576400459975;0;0.3333333333333333;1;1;0.3333333333333333
C00244;0;2;3460.42;728.8;0.9166719646748083;1.4612704753620005;2;2.8181818181818183;24;4;0.36363636363636365
C00245;1;4;4386.55;1311.355;0.5555618880441349;1.6131173463759054;0;8.6;26;7;0.7
C00246;0;2;3660.68;864.6600000000001;0.4999972682670979;0.9730002711136391;0;6.666666666666667;20;1;0.3333333333333333
C00247;0;4;1731.79;939.355;0.45834656626958237;0.6694408795014921;1;0.6363636363636364;6;2;0.18181818181818182
C00248;0;2;1854.61;464.615;0.4583605178447221;1.0296238723108952;0;5.363636363636363;23;4;0.36363636363636365
C00250;0;2;2578.75;494.91999999999996;0.5555404750363548;0.7349588166557415;0;2.1;18;3;0.3
C00251;0;3;1163.78;1171.5133333333333;0.6110691024076716;0.43741261369615875;1;0.0;0;0;0.0
C00252;0;3;3552.53;484.55999999999995;0.9166537650632084;0.7892634418038379;2;2.4545454545454546;16;4;0.36363636363636365
C00253;0;0;996.85;0.0;0.8333249736670512;0.40784639429174613;1;4.8;22;2;0.4
C00256;1;5;2397.68;653.824;0.916681959227253;1.175293004651801;3;4.363636363636363;25;3;0.2727272727272727
C00257;1;4;2074.41;681.98;0.24998915354245307;0.5009877700065689;0;1.5;9;1;0.16666666666666666
C00258;1;5;1145.32;1057.8020000000001;0.33333915412286524;0.3898298162014976;0;0.0;0;0;0.0
C00259;1;2;3669.23;1764.12;0.833335604472873;1.7986862423098604;2;5.6;23;3;0.6
C00260;1;1;1689.13;230.91;0.8333283998271298;0.8150047767473728;0;7.0;23;3;0.6
C00261;0;2;2670.6;510.195;0.16666666666666669;1.2014684314237125;1;0.0;0;0;0.0
C00262;1;2;3761.76;799.5150000000001;0.5;1.6098876173683807;1;7.166666666666667;23;3;0.5
C00263;0;3;2846.47;1120.2166666666667;0.9000094854328344;0.962347523868769;1;0.3333333333333333;2;2;0.2222222222222222
C00265;1;1;1850.6;266.0;0.6000000000000001;0.5231910526583624;1;8.166666666666666;26;3;0.5
C00266;1;1;768.8;1869.94;0.7;0.5768090932963199;1;9.571428571428571;20;5;0.7142857142857143
C00267;0;3;2293.8;1299.7033333333331;0.8888656378062604;1.4933885427449756;1;4.8125;24;6;0.375
C00268;0;5;1376.95;887.6600000000001;0.9166999527942191;0.2659328944090262;0;3.909090909090909;19;7;0.6363636363636364
C00269;1;0;2844.88;0.0;0.9166537780152414;1.2638462529487289;0;4.818181818181818;22;4;0.36363636363636365
C00270;1;3;1473.07;951.3033333333333;0.8333276762136219;0.9105390035851155;1;13.0;23;3;0.6
C00272;1;3;1192.07;576.93;0.9000226496766129;0.7287515971071727;3;12.777777777777779;26;7;0.7777777777777778
C00273;0;1;1690.15;689.55;0.08332988196313937;0.5660987201945331;1;3.5;7;1;0.5
C00275;1;8;795.4;825.5425;0.4999748554186573;0.10595147864519575;2;5.666666666666667;22;4;0.6666666666666666
C00276;0;2;919.32;3626.165;0.16665578906148024;0.07588385474662047;1;0.0;0;0;0.0
C00277;0;1;1945.67;737.14;0.9000138769678311;0.4539276298905816;1;2.7777777777777777;15;3;0.3333333333333333
C00278;0;2;3517.35;794.48;0.6666837249633958;2.403250932644611;1;4.0625;24;7;0.4375
C00280;0;3;722.03;499.92;0.8333448748666954;0.09354222698982738;0;0.8;2;2;0.4
C00281;0;0;5172.98;0.0;0.20000077324868837;1.0953321687576094;1;8.5;17;1;0.5
C00282;1;1;4557.75;1153.49;0.916660632987768;0.9460603909407362;1;5.818181818181818;23;6;0.5454545454545454
C00283;1;1;2680.46;2952.48;0.8333271154951015;1.2183244550297256;2;15.8;25;4;0.8
C00284;0;1;1510.08;560.34;0.7000092710319983;0.3822522832668435;1;0.0;0;0;0.0
C00285;0;3;1880.65;2392.7966666666666;0.7999787307579825;0.9982059733656047;0;3.875;15;3;0.375
C00286;1;1;1498.99;543.18;0.50000333557929;0.4117222133718599;1;14.0;24;4;0.8
C00287;1;3;4109.02;1261.68;0.8333373894505259;1.7361958524177332;0;6.4;25;4;0.4
